user_id,join_date,last_activity_date,days_active,retention_flag,retention_rate
2049,2/24/2024,4/6/2024,323,1,
2050,5/6/2025,11/13/2021,285,1,
2051,1/19/2025,3/9/2021,42,1,
2052,5/14/2023,5/12/2023,189,1,
2053,3/31/2025,12/23/2023,272,1,
2054,10/3/2024,12/31/2021,355,1,
2055,6/12/2024,3/2/2022,150,1,
2056,7/2/2025,7/26/2021,30,1,
2057,5/5/2024,1/7/2021,15,0,
2058,6/27/2024,5/20/2023,91,1,
2059,7/11/2024,4/9/2022,143,1,
2060,9/17/2025,3/6/2023,50,1,
2061,3/6/2023,3/23/2022,219,1,
2062,4/13/2024,9/24/2023,165,1,
2063,3/24/2023,1/16/2021,144,1,
2064,3/1/2023,3/16/2023,39,1,
2065,7/12/2024,10/17/2022,39,1,
2066,12/27/2023,6/21/2021,129,1,
2067,10/18/2025,9/15/2021,229,1,
2068,11/7/2025,6/17/2021,182,1,
2069,11/4/2025,10/31/2021,53,1,
2070,7/30/2024,4/27/2023,35,1,
2071,2/7/2024,6/14/2023,123,1,
2072,2/21/2023,1/9/2023,385,1,
2073,3/26/2023,2/20/2023,128,1,
2074,9/6/2025,1/3/2021,16,0,
2075,9/30/2025,1/3/2023,104,1,
2076,6/1/2025,6/25/2021,112,1,
2077,9/7/2025,4/20/2021,109,1,
2078,4/11/2024,3/21/2022,334,1,
2079,7/12/2025,3/24/2022,107,1,
2080,8/28/2024,4/2/2024,305,1,
2081,11/1/2025,8/18/2022,16,0,
2082,10/13/2025,11/13/2023,145,1,
2083,9/13/2025,1/13/2024,255,1,
2084,11/22/2024,8/20/2022,174,1,
2085,3/17/2023,5/18/2022,203,1,
2086,11/18/2024,8/16/2023,48,1,
2087,6/26/2024,2/11/2023,233,1,
2088,6/27/2024,12/18/2023,170,1,
2089,7/26/2023,6/12/2022,239,1,
2090,5/11/2024,1/20/2021,154,1,
2091,4/24/2023,12/21/2023,261,1,
2092,11/9/2024,1/26/2023,180,1,
2093,7/3/2025,3/11/2024,171,1,
2094,12/13/2024,2/7/2023,361,1,
2095,12/26/2024,2/28/2021,148,1,
2096,7/16/2025,4/12/2021,209,1,
2097,11/3/2025,2/17/2024,56,1,
2098,6/1/2023,7/19/2024,291,1,
2099,3/13/2025,3/30/2023,188,1,
2100,9/24/2025,6/16/2022,310,1,
2101,1/14/2023,4/7/2022,75,1,
2102,4/6/2025,5/29/2024,248,1,
2103,2/23/2024,10/21/2023,84,1,
2104,2/2/2024,10/11/2023,31,1,
2105,3/8/2025,2/1/2021,103,1,
2106,4/16/2023,11/9/2021,232,1,
2107,6/13/2023,1/9/2023,103,1,
2108,4/3/2023,8/22/2020,89,1,
2109,8/12/2023,4/20/2024,342,1,
2110,7/21/2023,9/11/2020,74,1,
2111,10/5/2025,11/12/2021,221,1,
2112,9/10/2025,2/24/2021,237,1,
2113,7/6/2023,7/28/2021,316,1,
2114,10/19/2024,10/14/2021,377,1,
2115,9/18/2023,12/9/2023,151,1,
2116,7/12/2024,4/2/2021,192,1,
2117,5/21/2025,8/2/2022,211,1,
2118,2/16/2023,6/7/2022,70,1,
2119,2/13/2024,1/18/2021,223,1,
2120,7/26/2023,11/15/2024,346,1,
2121,6/10/2024,1/30/2021,118,1,
2122,5/30/2024,11/25/2024,355,1,
2123,7/10/2024,2/12/2023,153,1,
2124,5/5/2023,12/17/2022,359,1,
2125,5/3/2024,8/19/2023,160,1,
2126,7/15/2023,6/7/2024,271,1,
2127,5/18/2024,8/30/2021,145,1,
2128,11/28/2023,12/13/2020,129,1,
2129,1/3/2023,6/20/2021,20,0,
2130,4/21/2023,11/22/2022,370,1,
2131,2/15/2025,5/13/2024,148,1,
2132,2/11/2024,6/2/2023,352,1,
2133,6/23/2023,10/23/2022,72,1,
2134,1/10/2025,8/12/2022,207,1,
2135,11/5/2025,8/26/2020,15,0,
2136,7/15/2023,4/18/2021,363,1,
2137,11/4/2024,6/18/2021,232,1,
2138,2/18/2024,10/7/2022,324,1,
2139,11/4/2025,1/27/2021,254,1,
2140,8/30/2024,10/17/2020,238,1,
2141,10/5/2023,6/28/2022,225,1,
2142,6/14/2025,3/24/2022,321,1,
2143,12/7/2023,5/12/2024,268,1,
2144,10/2/2025,2/2/2024,318,1,
2145,10/24/2025,7/6/2022,18,0,
2146,12/2/2025,3/22/2024,155,1,
2147,11/6/2024,10/28/2021,263,1,
2148,9/4/2024,11/29/2021,328,1,
2149,7/13/2025,9/2/2024,268,1,
2150,12/9/2024,11/21/2020,0,0,
2151,7/27/2024,7/29/2023,149,1,
2152,4/29/2025,1/12/2024,176,1,
2153,7/27/2024,9/12/2022,12,0,
2154,4/14/2025,5/23/2022,108,1,
2155,11/2/2024,7/4/2024,340,1,
2156,7/12/2025,1/20/2024,55,1,
2157,11/15/2024,6/29/2022,256,1,
2158,6/1/2024,1/28/2022,1,0,
2159,7/9/2023,8/20/2023,63,1,
2160,1/7/2023,1/2/2022,301,1,
2161,7/19/2024,7/14/2022,211,1,
2162,12/21/2023,10/17/2022,184,1,
2163,12/18/2024,10/17/2022,254,1,
2164,11/18/2023,1/4/2021,333,1,
2165,3/15/2023,5/3/2023,306,1,
2166,11/2/2025,12/1/2021,357,1,
2167,9/2/2023,8/18/2022,377,1,
2168,1/1/2023,5/6/2022,152,1,
2169,6/1/2024,11/21/2020,74,1,
2170,5/29/2025,12/23/2021,100,1,
2171,1/24/2025,7/26/2021,293,1,
2172,3/3/2023,10/21/2022,60,1,
2173,1/24/2024,12/1/2022,367,1,
2174,9/15/2024,3/4/2023,140,1,
2175,5/22/2023,4/27/2021,63,1,
2176,3/8/2024,6/4/2024,165,1,
2177,11/26/2023,11/27/2020,33,1,
2178,10/9/2024,4/28/2022,381,1,
2179,12/25/2024,7/25/2024,317,1,
2180,12/2/2024,5/28/2022,322,1,
2181,12/1/2024,4/10/2022,38,1,
2182,3/11/2025,3/27/2021,380,1,
2183,6/24/2023,4/9/2022,286,1,
2184,3/9/2023,2/12/2022,397,1,
2185,8/15/2024,3/3/2021,260,1,
2186,9/21/2024,9/17/2020,136,1,
2187,7/29/2023,4/17/2021,274,1,
2188,7/20/2025,9/18/2022,360,1,
2189,4/29/2024,8/25/2021,147,1,
2190,1/2/2025,7/2/2021,291,1,
2191,4/15/2023,7/12/2023,121,1,
2192,7/5/2023,7/11/2022,251,1,
2193,3/27/2024,6/13/2021,183,1,
2194,10/29/2025,12/29/2023,327,1,
2195,9/1/2025,4/9/2022,43,1,
2196,1/2/2024,1/5/2023,248,1,
2197,11/16/2023,4/22/2021,220,1,
2198,10/20/2025,7/4/2024,328,1,
2199,1/21/2025,5/1/2023,104,1,
2200,3/20/2025,10/15/2022,77,1,
2201,2/12/2024,3/8/2024,388,1,
2202,5/15/2025,7/12/2023,287,1,
2203,2/1/2024,11/5/2022,145,1,
2204,6/4/2025,1/14/2024,153,1,
2205,10/12/2025,4/17/2023,146,1,
2206,9/30/2023,2/12/2022,19,0,
2207,7/16/2024,7/8/2021,207,1,
2208,2/5/2024,10/7/2022,371,1,
2209,5/5/2023,2/5/2023,226,1,
2210,12/29/2025,3/23/2022,105,1,
2211,6/20/2023,10/27/2023,153,1,
2212,10/12/2023,9/11/2022,121,1,
2213,12/15/2024,10/27/2022,379,1,
2214,7/17/2025,9/11/2024,286,1,
2215,6/17/2023,10/27/2022,135,1,
2216,2/5/2023,2/27/2021,372,1,
2217,8/30/2023,5/11/2022,143,1,
2218,5/31/2023,8/8/2021,17,0,
2219,7/12/2023,7/15/2021,172,1,
2220,12/31/2024,7/10/2020,57,1,
2221,12/20/2024,8/23/2021,370,1,
2222,1/26/2025,8/3/2021,14,0,
2223,5/7/2025,12/29/2021,338,1,
2224,8/7/2023,5/21/2022,362,1,
2225,10/31/2025,10/4/2022,246,1,
2226,2/27/2024,7/29/2022,30,1,
2227,1/5/2024,8/30/2023,13,0,
2228,3/9/2023,5/23/2020,55,1,
2229,4/1/2024,3/11/2023,186,1,
2230,6/4/2023,2/12/2023,365,1,
2231,11/25/2024,9/4/2022,233,1,
2232,9/28/2024,1/26/2022,86,1,
2233,5/20/2025,12/7/2021,341,1,
2234,1/17/2025,3/24/2023,320,1,
2235,5/29/2024,6/28/2021,11,0,
2236,11/2/2025,12/27/2023,131,1,
2237,5/30/2024,3/8/2023,386,1,
2238,12/6/2025,6/15/2022,18,0,
2239,10/6/2025,7/16/2022,238,1,
2240,12/1/2023,8/4/2023,191,1,
2241,9/23/2025,5/7/2023,353,1,
2242,11/22/2024,6/27/2022,233,1,
2243,3/30/2025,1/6/2023,341,1,
2244,3/27/2024,3/5/2024,119,1,
2245,7/22/2023,11/16/2023,139,1,
2246,7/29/2025,4/28/2022,212,1,
2247,6/22/2023,2/8/2024,302,1,
2248,1/25/2024,3/22/2022,97,1,
2249,3/28/2024,1/17/2022,142,1,
2250,8/5/2025,5/31/2021,217,1,
2251,7/11/2023,6/12/2024,170,1,
2252,5/30/2024,8/19/2022,195,1,
2253,12/13/2023,10/16/2022,32,1,
2254,10/17/2024,9/28/2023,179,1,
2255,12/10/2025,12/16/2021,136,1,
2256,7/2/2024,2/12/2022,205,1,
2257,8/20/2023,2/9/2023,257,1,
2258,8/24/2025,6/2/2021,328,1,
2259,8/4/2025,7/20/2020,86,1,
2260,4/4/2024,9/24/2021,173,1,
2261,6/2/2024,5/16/2024,155,1,
2262,8/3/2025,11/21/2022,52,1,
2263,9/30/2025,9/27/2020,34,1,
2264,5/4/2023,9/19/2023,53,1,
2265,10/31/2025,8/14/2023,21,0,
2266,9/21/2024,11/4/2022,232,1,
2267,7/7/2023,10/18/2020,165,1,
2268,11/13/2023,1/24/2021,244,1,
2269,5/15/2025,1/15/2024,132,1,
2270,6/25/2023,9/13/2021,22,0,
2271,1/17/2025,6/3/2020,88,1,
2272,9/10/2024,4/11/2024,123,1,
2273,2/11/2023,12/21/2023,293,1,
2274,11/13/2025,2/11/2021,145,1,
2275,10/2/2025,12/8/2021,100,1,
2276,1/6/2025,11/30/2022,308,1,
2277,3/24/2024,7/1/2022,261,1,
2278,9/10/2023,10/28/2021,241,1,
2279,11/26/2025,6/21/2022,78,1,
2280,5/20/2023,12/6/2022,313,1,
2281,3/16/2023,3/12/2022,303,1,
2282,5/31/2025,7/22/2021,233,1,
2283,9/28/2023,1/14/2024,354,1,
2284,6/13/2024,5/27/2022,358,1,
2285,10/20/2024,12/5/2021,231,1,
2286,8/9/2023,5/11/2020,37,1,
2287,5/29/2025,6/24/2021,45,1,
2288,8/14/2024,11/11/2023,175,1,
2289,9/15/2025,7/29/2022,105,1,
2290,9/10/2023,3/8/2022,126,1,
2291,7/30/2025,8/9/2021,181,1,
2292,5/4/2024,6/24/2023,77,1,
2293,10/14/2024,9/24/2022,6,0,
2294,5/10/2023,5/10/2021,342,1,
2295,10/11/2025,6/24/2023,40,1,
2296,1/24/2025,1/10/2024,135,1,
2297,12/12/2023,5/4/2024,247,1,
2298,3/4/2024,1/3/2023,244,1,
2299,1/12/2025,5/11/2022,48,1,
2300,2/16/2024,12/22/2022,303,1,
2301,5/26/2024,2/9/2021,321,1,
2302,2/28/2025,2/18/2022,95,1,
2303,5/23/2025,3/20/2020,38,1,
2304,3/1/2023,5/11/2021,190,1,
2305,2/7/2023,10/5/2024,390,1,
2306,7/25/2025,2/19/2023,8,0,
2307,7/11/2023,10/3/2023,114,1,
2308,8/8/2024,5/7/2022,320,1,
2309,12/15/2024,1/2/2025,373,1,
2310,9/20/2024,4/8/2021,325,1,
2311,5/31/2023,7/26/2023,319,1,
2312,8/9/2025,8/25/2021,308,1,
2313,4/16/2024,10/31/2020,296,1,
2314,1/4/2024,12/15/2020,31,1,
2315,9/30/2025,11/12/2023,113,1,
2316,11/20/2024,7/4/2021,235,1,
2317,10/12/2025,9/19/2022,386,1,
2318,9/22/2025,3/10/2023,77,1,
2319,6/19/2023,2/8/2023,310,1,
2320,6/19/2023,10/20/2020,22,0,
2321,12/7/2023,3/30/2021,297,1,
2322,6/2/2025,6/26/2024,358,1,
2323,3/18/2023,12/31/2023,78,1,
2324,9/21/2023,3/16/2022,192,1,
2325,10/21/2025,7/25/2022,396,1,
2326,6/7/2025,4/19/2022,81,1,
2327,7/12/2025,7/27/2024,376,1,
2328,3/6/2023,9/28/2022,31,1,
2329,7/15/2024,3/26/2022,80,1,
2330,8/16/2023,4/14/2020,53,1,
2331,9/9/2025,7/19/2022,254,1,
2332,3/23/2025,9/18/2022,293,1,
2333,10/6/2024,11/28/2024,354,1,
2334,10/2/2024,6/19/2020,129,1,
2335,12/26/2025,9/19/2022,371,1,
2336,7/11/2023,7/13/2023,327,1,
2337,10/10/2023,4/14/2021,287,1,
2338,10/17/2023,11/3/2021,392,1,
2339,7/23/2024,1/29/2021,251,1,
2340,1/4/2023,6/20/2021,373,1,
2341,10/16/2025,3/24/2023,295,1,
2342,4/27/2024,11/21/2022,261,1,
2343,7/7/2025,11/23/2021,29,0,
2344,4/27/2025,1/13/2023,233,1,
2345,6/10/2024,6/12/2021,377,1,
2346,5/18/2023,7/2/2022,386,1,
2347,5/7/2024,9/27/2024,374,1,
2348,4/22/2024,1/25/2024,91,1,
2349,11/18/2023,7/13/2022,254,1,
2350,7/12/2025,11/1/2023,332,1,
2351,3/27/2024,9/8/2022,393,1,
2352,4/29/2023,7/14/2023,284,1,
2353,9/29/2024,7/4/2022,245,1,
2354,6/26/2025,6/9/2024,257,1,
2355,1/13/2025,5/3/2022,186,1,
2356,7/9/2023,4/25/2022,291,1,
2357,6/19/2025,12/9/2021,106,1,
2358,6/17/2023,9/26/2023,236,1,
2359,5/5/2023,11/7/2023,391,1,
2360,9/14/2023,6/25/2024,343,1,
2361,12/13/2023,7/2/2020,35,1,
2362,6/24/2025,12/23/2022,220,1,
2363,12/30/2023,4/9/2022,229,1,
2364,5/1/2024,9/26/2021,301,1,
2365,2/21/2025,5/12/2023,378,1,
2366,3/21/2024,12/29/2024,397,1,
2367,2/7/2023,4/11/2022,331,1,
2368,1/10/2023,9/27/2023,61,1,
2369,4/21/2025,1/6/2023,260,1,
2370,3/9/2023,11/13/2024,384,1,
2371,6/20/2023,12/6/2022,178,1,
2372,4/18/2024,10/15/2022,319,1,
2373,3/19/2025,7/30/2023,32,1,
2374,2/7/2024,4/25/2021,171,1,
2375,12/10/2025,5/12/2021,234,1,
2376,8/13/2023,1/22/2024,303,1,
2377,11/19/2024,1/15/2021,49,1,
2378,12/17/2023,12/30/2023,120,1,
2379,2/10/2024,5/8/2022,349,1,
2380,7/23/2023,10/9/2020,139,1,
2381,8/19/2025,3/6/2023,60,1,
2382,7/26/2023,11/23/2023,378,1,
2383,1/17/2024,11/12/2023,182,1,
2384,9/19/2025,11/21/2021,225,1,
2385,8/31/2023,7/1/2023,250,1,
2386,8/9/2025,12/28/2023,116,1,
2387,12/8/2024,3/25/2020,11,0,
2388,1/26/2024,7/21/2023,390,1,
2389,7/10/2023,12/17/2023,290,1,
2390,12/27/2023,4/1/2021,224,1,
2391,8/7/2023,6/12/2024,388,1,
2392,11/5/2024,6/28/2022,29,0,
2393,1/1/2023,6/27/2024,195,1,
2394,10/26/2024,5/27/2022,64,1,
2395,8/30/2023,11/29/2020,59,1,
2396,7/12/2025,3/19/2021,135,1,
2397,4/26/2023,3/27/2023,51,1,
2398,8/31/2024,7/31/2020,205,1,
2399,9/26/2023,8/27/2022,375,1,
2400,3/30/2025,1/11/2022,297,1,
2401,5/15/2024,3/15/2022,258,1,
2402,8/14/2023,8/28/2021,201,1,
2403,4/27/2024,1/11/2023,83,1,
2404,11/12/2024,12/14/2021,387,1,
2405,4/1/2023,7/29/2022,276,1,
2406,7/5/2023,10/20/2022,271,1,
2407,9/21/2024,4/18/2024,370,1,
2408,4/28/2024,5/2/2021,111,1,
2409,12/17/2024,4/3/2020,25,0,
2410,1/4/2023,1/16/2021,245,1,
2411,9/13/2023,7/30/2022,373,1,
2412,12/22/2023,3/28/2022,9,0,
2413,9/1/2025,10/8/2021,315,1,
2414,5/31/2025,8/4/2024,240,1,
2415,12/5/2023,7/8/2022,93,1,
2416,7/21/2025,1/12/2024,260,1,
2417,7/18/2025,1/11/2022,392,1,
2418,11/8/2024,8/3/2022,156,1,
2419,11/8/2023,1/22/2021,324,1,
2420,1/30/2024,6/17/2021,143,1,
2421,6/22/2023,3/6/2021,28,0,
2422,4/5/2024,1/10/2021,337,1,
2423,9/6/2024,6/25/2022,252,1,
2424,1/31/2024,3/1/2021,365,1,
2425,9/13/2025,5/28/2020,17,0,
2426,8/4/2024,6/5/2021,49,1,
2427,10/25/2025,2/11/2022,369,1,
2428,11/22/2024,11/18/2021,239,1,
2429,8/1/2023,8/25/2020,220,1,
2430,1/12/2024,9/13/2020,246,1,
2431,1/13/2024,2/4/2022,129,1,
2432,2/24/2024,7/2/2024,398,1,
2433,4/9/2024,4/8/2023,237,1,
2434,5/13/2023,4/5/2022,305,1,
2435,4/22/2023,1/14/2022,288,1,
2436,6/17/2023,3/8/2021,30,1,
2437,4/23/2025,11/24/2023,205,1,
2438,6/14/2024,10/2/2024,358,1,
2439,1/9/2024,1/27/2021,356,1,
2440,1/11/2025,2/26/2021,30,1,
2441,9/14/2025,10/12/2023,285,1,
2442,9/6/2025,3/25/2021,199,1,
2443,12/6/2024,12/30/2020,53,1,
2444,5/1/2023,2/26/2023,320,1,
2445,1/2/2025,6/30/2022,146,1,
2446,3/27/2023,5/11/2022,189,1,
2447,12/5/2024,3/21/2021,75,1,
2448,1/24/2024,10/23/2020,96,1,
2449,8/13/2023,12/28/2022,313,1,
2450,9/8/2025,4/16/2024,285,1,
2451,4/14/2023,9/27/2021,230,1,
2452,7/10/2023,7/14/2022,340,1,
2453,4/22/2023,4/13/2024,369,1,
2454,9/15/2024,3/21/2023,266,1,
2455,9/11/2025,6/22/2023,182,1,
2456,1/12/2023,10/20/2023,202,1,
2457,9/8/2023,10/10/2020,247,1,
2458,8/13/2024,5/10/2021,272,1,
2459,12/1/2024,4/18/2023,306,1,
2460,4/29/2023,8/20/2022,324,1,
2461,12/6/2023,9/12/2024,295,1,
2462,7/10/2024,9/9/2023,248,1,
2463,6/11/2024,7/17/2021,43,1,
2464,11/28/2024,9/15/2020,170,1,
2465,10/30/2024,5/28/2024,198,1,
2466,1/5/2024,5/23/2024,220,1,
2467,1/23/2025,11/24/2020,170,1,
2468,12/7/2025,9/16/2020,71,1,
2469,10/27/2025,11/23/2021,178,1,
2470,9/12/2024,8/13/2022,180,1,
2471,9/29/2024,6/1/2022,377,1,
2472,10/17/2023,4/14/2024,327,1,
2473,2/28/2025,7/22/2023,244,1,
2474,11/19/2023,1/26/2024,186,1,
2475,8/1/2024,6/10/2021,105,1,
2476,7/19/2024,9/30/2024,350,1,
2477,2/1/2023,9/20/2021,114,1,
2478,2/3/2023,8/15/2024,249,1,
2479,2/13/2024,5/10/2021,317,1,
2480,6/26/2024,2/20/2024,159,1,
2481,3/16/2024,4/24/2021,305,1,
2482,9/29/2025,4/13/2023,368,1,
2483,7/21/2025,3/7/2024,332,1,
2484,4/14/2024,8/18/2020,98,1,
2485,12/22/2024,2/7/2021,84,1,
2486,3/15/2024,2/25/2021,134,1,
2487,12/7/2024,10/7/2024,321,1,
2488,1/24/2024,9/8/2021,126,1,
2489,6/10/2023,1/24/2022,130,1,
2490,4/16/2023,5/22/2021,255,1,
2491,6/17/2023,7/21/2022,40,1,
2492,2/18/2025,10/15/2021,78,1,
2493,12/17/2024,6/29/2022,120,1,
2494,11/2/2025,1/24/2024,327,1,
2495,8/12/2024,6/6/2022,345,1,
2496,6/9/2023,12/5/2021,346,1,
2497,1/14/2025,6/8/2024,321,1,
2498,2/19/2024,5/23/2021,241,1,
2499,11/2/2023,3/16/2024,375,1,
2500,10/24/2023,5/18/2022,148,1,
2501,7/30/2025,4/30/2022,140,1,
2502,12/27/2023,3/2/2023,315,1,
2503,11/15/2023,12/6/2023,365,1,
2504,8/24/2023,12/31/2023,371,1,
2505,6/26/2023,7/2/2022,207,1,
2506,11/16/2023,5/10/2020,18,0,
2507,12/16/2024,12/11/2020,300,1,
2508,3/1/2024,7/14/2022,206,1,
2509,7/31/2025,3/18/2021,341,1,
2510,1/11/2025,12/22/2023,195,1,
2511,5/21/2023,1/6/2023,52,1,
2512,6/25/2025,12/30/2022,334,1,
2513,4/20/2024,8/19/2023,97,1,
2514,5/17/2025,7/10/2021,188,1,
2515,10/18/2025,8/16/2023,0,0,
2516,7/25/2025,1/30/2023,162,1,
2517,8/21/2023,12/4/2020,314,1,
2518,1/29/2025,6/9/2021,21,0,
2519,1/31/2025,2/13/2022,85,1,
2520,9/7/2024,11/29/2022,310,1,
2521,3/23/2023,11/21/2022,324,1,
2522,1/28/2023,8/9/2022,33,1,
2523,5/19/2023,1/19/2022,154,1,
2524,5/19/2025,10/9/2024,395,1,
2525,7/23/2024,1/2/2021,352,1,
2526,1/26/2025,8/7/2022,43,1,
2527,1/16/2025,10/21/2021,99,1,
2528,9/11/2025,1/22/2021,367,1,
2529,6/8/2023,8/24/2023,4,0,
2530,9/10/2025,9/8/2022,56,1,
2531,5/4/2024,9/18/2023,340,1,
2532,7/4/2024,6/16/2021,261,1,
2533,11/2/2025,10/30/2021,115,1,
2534,12/3/2024,6/10/2023,348,1,
2535,7/22/2024,1/17/2022,378,1,
2536,10/31/2025,12/5/2023,334,1,
2537,9/22/2025,11/10/2023,134,1,
2538,8/17/2023,3/25/2022,50,1,
2539,3/14/2024,7/28/2023,304,1,
2540,7/14/2025,9/20/2023,298,1,
2541,12/8/2025,1/7/2023,334,1,
2542,11/19/2024,8/26/2022,56,1,
2543,12/14/2023,1/11/2024,63,1,
2544,5/4/2024,1/20/2025,391,1,
2545,10/13/2025,10/25/2021,140,1,
2546,12/10/2023,11/26/2021,313,1,
2547,9/16/2025,7/20/2021,340,1,
2548,1/9/2023,8/23/2021,298,1,
2549,8/14/2024,12/3/2022,118,1,
2550,11/17/2023,7/2/2023,387,1,
2551,3/23/2024,3/22/2021,392,1,
2552,8/21/2024,11/27/2022,82,1,
2553,10/19/2023,2/23/2024,306,1,
2554,9/20/2024,12/16/2021,143,1,
2555,4/13/2024,6/22/2022,333,1,
2556,12/16/2024,1/18/2021,292,1,
2557,4/21/2025,8/1/2022,129,1,
2558,6/9/2023,4/15/2021,347,1,
2559,7/4/2023,8/14/2023,358,1,
2560,10/6/2025,9/23/2020,266,1,
2561,3/28/2025,9/10/2022,198,1,
2562,3/13/2023,3/17/2023,252,1,
2563,5/18/2024,2/28/2023,308,1,
2564,5/22/2025,2/26/2021,15,0,
2565,3/13/2023,6/25/2022,7,0,
2566,8/10/2025,8/26/2023,348,1,
2567,12/18/2025,1/31/2021,280,1,
2568,10/24/2023,8/9/2021,208,1,
2569,6/17/2024,3/14/2022,100,1,
2570,11/28/2023,2/2/2021,224,1,
2571,5/6/2025,6/27/2022,223,1,
2572,10/17/2025,8/28/2023,104,1,
2573,9/3/2023,11/30/2020,108,1,
2574,11/8/2025,4/7/2021,318,1,
2575,8/31/2024,1/16/2022,86,1,
2576,11/15/2023,7/4/2022,122,1,
2577,6/14/2023,1/19/2024,193,1,
2578,11/1/2025,12/22/2022,256,1,
2579,1/18/2024,3/9/2020,61,1,
2580,9/2/2023,7/24/2022,387,1,
2581,3/6/2025,10/7/2023,120,1,
2582,11/7/2023,11/19/2021,203,1,
2583,7/5/2025,3/9/2023,397,1,
2584,10/8/2024,11/7/2023,375,1,
2585,11/12/2024,7/4/2022,289,1,
2586,3/28/2025,3/4/2023,115,1,
2587,5/6/2025,4/4/2024,164,1,
2588,6/3/2025,10/6/2023,328,1,
2589,8/27/2024,12/15/2023,47,1,
2590,9/13/2024,4/15/2020,35,1,
2591,3/8/2024,8/9/2023,219,1,
2592,8/16/2023,2/11/2024,255,1,
2593,4/7/2023,6/2/2023,242,1,
2594,8/18/2023,3/29/2024,337,1,
2595,3/22/2025,8/6/2023,245,1,
2596,7/13/2024,12/24/2022,368,1,
2597,3/8/2023,11/2/2021,302,1,
2598,1/6/2025,11/5/2022,46,1,
2599,11/11/2025,10/2/2023,321,1,
2600,12/25/2024,6/24/2020,109,1,
2601,1/28/2025,7/4/2021,56,1,
2602,2/24/2025,12/6/2020,5,0,
2603,2/20/2025,12/11/2023,43,1,
2604,7/26/2024,5/8/2024,245,1,
2605,5/30/2025,10/27/2021,209,1,
2606,10/29/2023,4/16/2023,225,1,
2607,1/14/2024,10/23/2024,317,1,
2608,2/11/2025,5/7/2021,375,1,
2609,10/11/2023,9/26/2020,10,0,
2610,4/18/2023,10/30/2024,346,1,
2611,11/18/2025,5/7/2022,242,1,
2612,7/10/2025,7/29/2021,26,0,
2613,12/20/2023,1/27/2022,265,1,
2614,3/23/2024,1/3/2024,379,1,
2615,8/29/2023,9/18/2023,316,1,
2616,8/27/2023,12/21/2022,289,1,
2617,4/11/2025,5/20/2020,29,0,
2618,8/16/2025,8/23/2021,262,1,
2619,1/9/2025,2/3/2022,19,0,
2620,8/2/2024,5/6/2022,129,1,
2621,11/12/2023,4/11/2022,35,1,
2622,5/18/2025,1/10/2022,299,1,
2623,8/5/2023,2/21/2023,177,1,
2624,9/18/2025,12/5/2021,0,0,
2625,7/15/2024,3/11/2021,3,0,
2626,2/5/2025,4/14/2020,50,1,
2627,9/27/2024,4/17/2021,58,1,
2628,4/2/2023,2/22/2024,278,1,
2629,8/17/2024,7/20/2020,60,1,
2630,2/19/2023,4/15/2021,111,1,
2631,12/23/2023,7/27/2022,218,1,
2632,3/7/2025,2/26/2022,286,1,
2633,11/15/2023,8/20/2023,92,1,
2634,1/17/2025,5/14/2021,24,0,
2635,8/7/2024,11/25/2023,375,1,
2636,6/8/2024,3/15/2022,257,1,
2637,9/12/2025,2/18/2024,240,1,
2638,6/4/2023,10/11/2023,183,1,
2639,12/27/2025,2/6/2022,215,1,
2640,10/1/2023,12/29/2020,185,1,
2641,6/8/2025,8/11/2023,128,1,
2642,11/28/2024,5/28/2022,86,1,
2643,8/4/2025,6/17/2024,398,1,
2644,1/2/2025,8/14/2021,219,1,
2645,4/9/2025,9/10/2022,57,1,
2646,3/19/2025,7/4/2021,86,1,
2647,2/28/2025,8/7/2022,361,1,
2648,12/15/2023,8/15/2023,147,1,
2649,12/25/2023,10/8/2023,138,1,
2650,5/7/2024,11/19/2021,365,1,
2651,6/24/2024,3/12/2023,57,1,
2652,11/3/2024,3/26/2023,7,0,
2653,8/23/2025,2/3/2022,124,1,
2654,9/4/2023,5/22/2023,181,1,
2655,3/20/2024,2/27/2022,383,1,
2656,4/3/2025,3/3/2022,12,0,
2657,9/13/2023,1/13/2021,107,1,
2658,4/8/2023,1/30/2022,376,1,
2659,4/6/2023,1/2/2024,315,1,
2660,5/9/2023,11/4/2022,244,1,
2661,10/8/2025,7/14/2021,222,1,
2662,11/1/2024,5/7/2023,324,1,
2663,1/24/2023,1/5/2022,333,1,
2664,12/4/2025,8/10/2020,26,0,
2665,11/12/2025,12/5/2024,396,1,
2666,11/20/2025,1/16/2024,214,1,
2667,4/30/2025,2/4/2021,96,1,
2668,2/17/2023,10/29/2022,56,1,
2669,7/12/2024,12/24/2020,283,1,
2670,11/9/2024,5/24/2024,256,1,
2671,6/4/2025,7/18/2022,213,1,
2672,4/14/2025,7/31/2023,8,0,
2673,7/27/2024,8/10/2023,350,1,
2674,12/8/2024,11/14/2021,222,1,
2675,8/14/2023,3/28/2022,251,1,
2676,1/31/2025,9/8/2022,372,1,
2677,12/28/2025,7/27/2021,117,1,
2678,10/6/2024,7/23/2022,387,1,
2679,4/7/2024,7/27/2023,165,1,
2680,7/15/2024,7/29/2023,257,1,
2681,9/20/2024,7/29/2024,298,1,
2682,7/24/2023,8/7/2020,67,1,
